title,description,points,price,variety,region_1,variety_region
Ventosa 2011 Cabernet Sauvignon (Finger Lakes),"Whiffs of sweet baking spice, cedar and tobacco entice from nose to finish on this unabashedly fruity and oaky, but enjoyable Cab. Juicy vanilla-cherry cola notes permeate the rich palate, cut by a razor's edge of acidity on the finish.",87,26.0,Cabernet Sauvignon,Finger Lakes,Cabernet Sauvignon-Finger Lakes
Convento San Francisco 2006  Ribera del Duero,"After an aromatic opening that includes wet leather, rubber and brine, this wine finds its stride, and while it's firmly tannic, the flavors of dark fruits, tomato, herbs, tobacco and cured meats do the trick. It gets better the longer it sits; drink now but give it as much air as possible.",87,32.0,Tinto del Pais,Ribera del Duero,Tinto del Pais-Ribera del Duero
Bertrand-Delespierre NV Premier Cru Brut  (Champagne),"Based in Chamery on the northern slopes of the Montagne de Reims, this producer has made an immediately attractive nonvintage wine. Fruity and with crisp acidity it hits a good point between dry and sweeter in the Brut range, making it very drinkable, with a crisp aftertaste.",88,52.0,Champagne Blend,Champagne,Champagne Blend-Champagne
Paul Hobbs 2010 Ulises Valdez Vineyard Chardonnay (Russian River Valley),"This hits the palate with a strong oak presence, marked by flavors of buttered toast, butterscotch, honey and vanilla. But the wine evolves to show rich tropical fruit flavors that are brightened by crisp acidity. It defines California's modern take on white Burgundy.",94,70.0,Chardonnay,Russian River Valley,Chardonnay-Russian River Valley
Tangent 2015 Paragon Vineyard Pinot Gris (Edna Valley),"Sharp and peppery aromas of chive, dill and Key lime show on the intriguing nose of this wine. Good citrus energy marks the flavors, where ripe pear appears in the midpalate and a decent acidity carries into the finish.",87,17.0,Pinot Gris,Edna Valley,Pinot Gris-Edna Valley
Alma Rosa 2015 Clone 667 Pinot Noir (Sta. Rita Hills),"Deep red-cherry aromas meet with crushed slate, wet rocks, wild mint and bay leaf on the complex nose of this bottling by Richard and Thekla Sanford and winemaker Nick de Luca. It's soft on the sip, with slightly tart red plum, cranberry and raspberry, lifted by more bay leaf, thyme and dried fennel.",91,55.0,Pinot Noir,Sta. Rita Hills,Pinot Noir-Sta. Rita Hills
Michael David 2012 Earthquake Cabernet Sauvignon (Lodi),"Boldly flavored and full-bodied, this is marked by strong, spicy-sweet oak aromas and flavors. It has a massive richness of tannins, gobs of ripe boysenberry and black cherry character, and a very deep red color. Despite the hefty structure, it's drinkable now if accompanied by equally rich food.",88,26.0,Cabernet Sauvignon,Lodi,Cabernet Sauvignon-Lodi
Cantine Lupo 2010 Terra Marique Vermentino (Lazio),"This fresh Vermentino from Lazio in Central Italy opens with fresh notes of cut grass, peach and citrus. There's a touch of dusty mineral that adds a dry feeling to the finish.",85,14.0,Vermentino,Lazio,Vermentino-Lazio
La Ciarliana 2010  Rosso di Montepulciano,"This spicy rosso has plum and pepper aromas that carry over onto the palate, along with a hint of licorice. It's linear, lively and fresh. Pair it with pasta topped with spicy tomato sauces or not too seasoned cheeses.",86,17.0,Red Blend,Rosso di Montepulciano,Red Blend-Rosso di Montepulciano
Cave du Roi Dagobert 2016 Découverte Gewurztraminer (Alsace),Ripe orange and plump stone fruits rise from the glass while subtle rose scents hover. The palate is fresh. There is enough acidity and a slightly bitter phenolic edge to frame the peach and orange fruit that is augmented by a little residual sweetness. The finish is off dry. Drink while flavors are fresh.,88,22.0,Gewürztraminer,Alsace,Gewürztraminer-Alsace
Vranken 1998 Diamant Rosé Brut  (Champagne),"A mature, toasty wine, perhaps too toasty. There are still hints of ripe strawberries as well as the more mature flavors. The wine shows a full-bodied character and an attractive onion skin color.",86,160.0,Champagne Blend,Champagne,Champagne Blend-Champagne
Simi 2005 Merlot (Sonoma County),"A solid everyday Merlot that offers plenty of ripe berry, cherry and smoky oak flavors now. Dry and tannic, it has enough stuffing and class to pair with a nice steak.",85,20.0,Merlot,Sonoma County,Merlot-Sonoma County
Château l'Orangerie 2016  Bordeaux Blanc,"All tangy fruit, this simple wine is light, with citrus and crisp pear flavors. A touch of honey adds a soft side while keeping its zesty fruit right in place. Drink now.",85,12.0,Bordeaux-style White Blend,Bordeaux Blanc,Bordeaux-style White Blend-Bordeaux Blanc
William Church 2008 Gamache Vineyards Malbec (Columbia Valley (WA)),"Aromatic with pepper and fresh-cut tobacco, well defined by herbal fruits and leafy tannins, this single-vineyard Malbec is stylish and balanced. What is missing is depth, but the balance and length are just right, and the wine does not overreach.",88,30.0,Malbec,Columbia Valley (WA),Malbec-Columbia Valley (WA)
Archery Summit 1998 Red Hills Estate Pinot Noir (Oregon),"Archery Summit wines often seem bigger-boned, oakier and more tannic than their brethren, and this bottling is no exception. Ripe cherries are framed by vanilla and toast, with firm drying tannins on the finish. Put this one away for a couple of years while you are enjoying the charms of the Premier Cuvée.",90,65.0,Pinot Noir,Oregon,Pinot Noir-Oregon
Kennedy Shah 2011 Tempranillo (Columbia Valley (WA)),"Somewhat lighter in color, this wine has aromas of dried tobacco, coffee, vanilla and purple flowers. The orange peel and cranberry flavors are elegant, backed by soft tannins and citrusy acids.",86,20.0,Tempranillo,Columbia Valley (WA),Tempranillo-Columbia Valley (WA)
Fossacolle 2007  Brunello di Montalcino,"Pretty savory tones and barbecue aromas combine to create a bold Brunello. Ripe fruit, black pepper, rum cake, black currant and blackberry preserves all appear in the background. Silky-smooth and firm, it shows a clean, sharp, bold close.",93,48.0,Sangiovese Grosso,Brunello di Montalcino,Sangiovese Grosso-Brunello di Montalcino
Vino Noceto 2013 Sangiovese (Amador County),This wine feels firm and dry and tastes appetizing due to light raspberry and tea flavors. Moderate tannins add good texture.,87,19.0,Sangiovese,Amador County,Sangiovese-Amador County
Château Tour Grand Faurie 2015  Saint-Émilion,"Still very young, this ripe Merlot-dominated wine is packed with dark plum and rich damson fruit flavors. They balance the serious amount of wood influence that gives it its spice and ageability. Drink from 2023.",91,38.0,Bordeaux-style Red Blend,Saint-Émilion,Bordeaux-style Red Blend-Saint-Émilion
Marchesato degli Aleramici 2010  Brunello di Montalcino,"Aromas of leafy underbrush, toast and menthol lead the nose. On the palate, notes of licorice and grilled herb accent the core of dried red berry. Assertive tannins provide the backbone but still need to unwind. Drink after 2018.",88,48.0,Sangiovese,Brunello di Montalcino,Sangiovese-Brunello di Montalcino
Château Haut-Rian 2015 Prestige  (Côtes de Bordeaux),"Red fruit aromas show strongly in this wine. With its juicy acidity and soft tannins, it has fine fruitiness and will age quickly. Drink from 2019.",88,28.0,Bordeaux-style Red Blend,Côtes de Bordeaux,Bordeaux-style Red Blend-Côtes de Bordeaux
Mauro Sebaste 2010  Gavi,"This tonic and crisp Gavi offers sharply focused lines in the form of peach, talc powder, white almond and passion fruit. There's just enough acidity here to keep the palate refreshed and clean.",87,20.0,Cortese,Gavi,Cortese-Gavi
Raphael Dal Bo NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),White spring flower and white peach aromas jump out of the glass and follow through to the vibrant palate along with crisp green apple. A soft mousse lends finesse.,88,17.0,Glera,Conegliano Valdobbiadene Prosecco Superiore,Glera-Conegliano Valdobbiadene Prosecco Superiore
Coquelicot 2016 Riesling,"This wine's mellow petrol notes meet lemon pith and crushed chalk on the nose for a fresh introduction. The palate is grippy and structured, presenting rounded tangerine and candied lime flavors, with the slightest hint of petrol.",89,29.0,Riesling,Central Coast,Riesling-Central Coast
Zenato 2015 San Benedetto  (Lugana),"Aromas of banana, apricot, honeysuckle and tropical fruit lead the nose. The round, medium-bodied palate offers creamy white peach, green apple, tangerine and a hint of honeydew melon. Fresh acidity brightens the rich flavors.",89,16.0,Turbiana,Lugana,Turbiana-Lugana
Vega Sindoa 2014 Garnacha Garnacha (Navarra),"Fleshy, powdery aromas of melon and raspberry are not really crisp. This feels basic, with wiry acidity. Briny citrus flavors carry onto a finish that's highly regular but gets the job done.",84,9.0,Garnacha,Navarra,Garnacha-Navarra
Reininger 2005 Seven Hills Vineyard Carmenère (Walla Walla Valley (WA)),"This wine greets you with evocative scents that showcase Carmenère's leafy, herbal nature without becoming too raw or vegetal. The fruit is subdued and tart; the flavors are spicy and very peppery and lead into tannins that have the scrapey austerity of green tea. It's 100% varietal and brings both the good and the challenging flavor aspects of the Carmenère grape.",88,45.0,Carmenère,Walla Walla Valley (WA),Carmenère-Walla Walla Valley (WA)
Domaine Huguenot 2013 Champs-Perdrix  (Marsannay),"From the northernmost appellation of the Côte de Nuits, this firm and solidly tannic wine comes from one of the vineyards on the list to get Premier Cru approval in the near future. Its tannins are well balanced already with the red-berry fruit and bitter-cherry flavors that are shot through with acidity. Drink from 2018.",92,50.0,Pinot Noir,Marsannay,Pinot Noir-Marsannay
Q 2011 Zinfandel (Sonoma County),"This is tart in acidity and tastes of raspberry jam, with a bubblegum-gassiness reminiscent of Beaujolais. It's easy and refreshing.",83,12.0,Zinfandel,Sonoma County,Zinfandel-Sonoma County
Baracchi Riccardo 2011 Smeriglio Riserva Syrah (Cortona),"Full-bodied and concentrated, this opens with aromas of crushed black plum, spicy blueberry, vanilla and dried sage. The dense, warm palate delivers dried black cherry, blackberry extract, oak and black pepper alongside velvety tannins. The soft acidity shows the heat of the vintage, so enjoy soon.",90,50.0,Syrah,Cortona,Syrah-Cortona
Roadhouse Winery 2008 Pinot Noir (Sonoma Coast),"A solid coastal Pinot. Shows lots of typicity in the dryness, crisp acidity and earthy, mushroomy flavors of cherries, and the way the tannins scour the palate. Drinks a bit hard now. Give it a year or two in the cellar.",88,44.0,Pinot Noir,Sonoma Coast,Pinot Noir-Sonoma Coast
Trust 2013 Single Vineyard Series Lewis Vineyard Syrah (Columbia Valley (WA)),"Pungent aromas of herbs, cherry cola, orange peel and dark fruit lead to well-balanced blue-fruit flavors. It shows a lot of purity and appeal as well as good length.",91,42.0,Syrah,Columbia Valley (WA),Syrah-Columbia Valley (WA)
Tantara 2012 La Colline Pinot Noir (Arroyo Grande Valley),"Deep purple fruits swirl with marjoram and clove on the nose of this single-vineyard bottling by winemaker Jeff Fink. There's darkness on the palate too, with black loamy flavors alongside sour cherry fruit leather and cardamom-spiced raspberry juice.",89,55.0,Pinot Noir,Arroyo Grande Valley,Pinot Noir-Arroyo Grande Valley
Lange 2012 Yamhill-Carlton Assemblage Pinot Noir,"Carefully distinguished from the other Lange Pinots, this cuvée marries thick cherry fruit to highlights of cola, anise and earth. The winery's defining trait is crafting wines with impeccable balance, that are already seamless and highly approachable upon release, yet have the style and substance for cellaring over the next 8–10 years.",92,70.0,Pinot Noir,Willamette Valley,Pinot Noir-Willamette Valley
Lamiable 2005 Les Meslaines Grand Cru Brut Pinot Noir (Champagne),"Les Meslaines is the name of the parcel of Pinot Noir that produces this Blanc de Noirs. It has richness, a ripe character with fresh apricot flavors, a Champagne that has the weight of a wine. It could do with bottle age, but for freshness drink now.",92,67.0,Pinot Noir,Champagne,Pinot Noir-Champagne
Black Stallion 2011 Transcendent Cabernet Sauvignon (Napa Valley),"The producer's high mark for excellence, this opaque, thickly tannic wine begs for more time in the bottle. Bold, it hones in on a full-bodied weight of black raspberry, tobacco, cassis and black pepper. Complex, with touches of clove and dark chocolate, it can be enjoyed now, though it will cellar well through 2021.",93,150.0,Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon-Napa Valley
Patland 2012 Terra Del Cuore Estate Grown Malbec (Napa Valley),"This majority varietal wine contains 2% Cabernet Sauvignon, which doesn't help to soften its powerful grip of sturdy tannin and sideshow of oak. Blueberry and chocolate come to the fore slowly between meaty leather and a dusty aroma.",88,75.0,Malbec,Napa Valley,Malbec-Napa Valley
